ticker,total_assets,total_revenue,net_income,long_term_debt,stockholders_equity,operating_income,cash_and_equivalents,public_float,employee_count,debt_to_assets,profit_margin,return_on_equity,log_total_assets,log_total_revenue,log_long_term_debt,log_cash_and_equivalents,log_public_float,log_stockholders_equity,log_employee_count
MMC,31357000000.0,16652000000.0,1742000000.0,11313000000.0,,2677000000.0,1155000000.0,53818358381.0,,0.36078068692795867,0.10461205861157818,,24.16870336461918,23.535796166339193,23.149218343979136,20.867366181785968,24.708880479773285,,
MNST,6202716000.0,4200819000.0,,,3610901000.0,1402939000.0,1180413000.0,43749615959.0,,,,,22.548253097752557,22.158545343463754,,20.889130215035433,24.501748671654365,22.00722316291465,
MO,47414000000.0,25110000000.0,-1293000000.0,29471000000.0,2839000000.0,10326000000.0,2117000000.0,88000000000.0,,0.6215674695237694,-0.05149342891278375,-0.4554420570623459,24.582183380708543,23.946532010155728,24.106672565967273,21.473265829571506,25.200602651435982,21.766717714789483,
MPC,85158000000.0,111148000000.0,2637000000.0,,22199000000.0,4462000000.0,415000000.0,38500000000.0,,,0.023725123259077985,0.11878913464570476,25.16777419150333,25.43412848350152,,19.843789080604612,24.373924078266125,23.823313079810088,
MPWR,1208491000.0,627921000.0,108839000.0,,640093000.0,102562000.0,334944000.0,12700000000.0,,,0.17333231409683703,0.17003622911045738,20.912638311658903,20.257924921933682,,19.62947391462232,23.264867830489695,20.277124037823427,
MRK,91588000000.0,39121000000.0,9843000000.0,,25317000000.0,,8050000000.0,196870000000.0,,,0.2516039978528156,0.38879014101196824,25.24056609568878,24.389925244184067,,22.808937928501106,26.005809449383488,23.95474194382985,
MRNA,7337000000.0,60000000.0,-514000000.0,,1530000000.0,-546000000.0,236000000.0,80800000000.0,,,-8.566666666666666,-0.3359477124183007,22.716195876814563,17.909855136853043,,19.279342367227173,25.115242802485838,21.14853357300435,
MRO,20245000000.0,5190000000.0,480000000.0,5404000000.0,,636000000.0,742000000.0,10705000000.0,,0.2669301061990615,0.09248554913294797,,23.73117368647993,22.369999534316886,22.41040525722941,20.424859802479364,23.09397675908147,,
MSCI,4198647000.0,1557796000.0,563648000.0,3366777000.0,-166494000.0,755701000.0,1300521000.0,43427568686.0,,0.8018718887298694,0.36182401290027705,-3.385395269499201,22.158028167717607,21.166537839365045,21.937221744162763,20.986030791127057,24.494360299586674,-18.930469836705644,
MSFT,301311000000.0,125843000000.0,39240000000.0,63327000000.0,102330000000.0,42959000000.0,13576000000.0,1700000000000.0,,0.2101715503250794,0.3118171054409065,0.3834652594547054,26.431408790882895,25.558300935216785,24.871577615454246,23.331569364951996,28.161649366991305,25.351468722054847,
MSI,10642000000.0,7887000000.0,868000000.0,,-558000000.0,1581000000.0,1254000000.0,33200000000.0,,,0.1100545200963611,-1.5555555555555556,23.088074273214556,22.788481671489055,,20.94960427995459,24.225815712898974,-20.1398695221377,
MTB,142601105000.0,6191943000.0,1929149000.0,4382193000.0,15460191000.0,,,18124066420.0,,0.03073042807066607,0.3115579390830956,0.1247817054782829,25.683317093851702,22.54651476792661,22.200815121193592,,23.62050652855368,23.461534234557185,
MTCH,3046454000.0,2051258000.0,,3840930000.0,-1414417000.0,645454000.0,186947000.0,44438964739.0,,1.2607871315306254,,,21.837244128572806,21.441719100909413,22.06898036198374,19.04633571753634,24.517382505766925,-21.069983269713198,
MTD,2789321000.0,3008652000.0,561109000.0,1284174000.0,590063000.0,,178110000.0,32000000000.0,,0.4603894639591499,0.18649847174083278,0.9509306633359489,21.749064034343483,21.82475797519749,20.97338154783039,18.997911900529477,24.18900173977739,20.195739870519247,
MU,53678000000.0,23406000000.0,6313000000.0,5968000000.0,38996000000.0,7376000000.0,7624000000.0,79900000000.0,,0.11118148962330936,0.2697171665384944,0.16188839881013437,24.706269071110235,23.87625823674171,22.50967770001543,22.754567003429475,25.104041689731154,24.38672491373908,
NCLH,18399317000.0,6462376000.0,930228000.0,,5963001000.0,1178077000.0,3300482000.0,10800000000.0,,,0.14394519910324005,0.1559999738386762,23.635579381361534,22.589262889130726,,21.91733435566208,23.102811971169178,22.50883971495589,
NDAQ,17979000000.0,4258000000.0,774000000.0,4944000000.0,6433000000.0,1017000000.0,332000000.0,21000000000.0,,0.2749874853996329,0.1817754814466886,0.12031711487641847,23.612470247146188,22.17206540365255,22.321440557304065,19.620645529892812,23.767788274717454,22.584706829530724,
NEE,117691000000.0,17500000000.0,3769000000.0,,36513000000.0,5353000000.0,1105000000.0,143450834024.0,,,0.21537142857142857,0.10322350943499575,25.491328382707014,23.585466717933024,,20.823111172821104,25.68925819340359,24.320934198534328,
NI,22659800000.0,5053400000.0,383100000.0,,5752200000.0,890700000.0,139300000.0,9579675045.0,,,0.07581034550995369,0.06660060498591844,23.84385826642612,22.34332712121553,,18.752140445928784,22.98290950831213,22.472848227449127,
NLOK,7735000000.0,2456000000.0,31000000.0,4221000000.0,5023000000.0,158000000.0,2177000000.0,6903176338.0,,0.5457013574660633,0.012622149837133551,0.006171610591280112,22.769021321100723,21.621799847638474,22.163337903983685,21.50121361965817,22.655247481611646,22.337293201913404,
NLSN,14135000000.0,3441000000.0,-415000000.0,6862000000.0,2051000000.0,870000000.0,500000000.0,8788000000.0,,0.4854616200919703,-0.12060447544318512,-0.2023403217942467,23.37191982816271,21.959027964052368,22.649264781528398,20.030118658386467,22.896652991582567,21.441593316524223,
NOC,44469000000.0,33841000000.0,2248000000.0,12783000000.0,8819000000.0,3969000000.0,1579000000.0,58200000000.0,,0.28745867907980843,0.06642829703613959,0.2549041841478626,24.51805815416873,24.24493892210479,23.271382000210526,21.18005757285323,24.787151191700985,22.900174321965846,
NOW,8715000000.0,3460000000.0,626698000.0,,1110000000.0,42000000.0,776000000.0,82900000000.0,,,0.18112658959537573,0.5645927927927928,22.88831151603314,21.96453442630506,,20.469663079436152,25.140900899099723,20.827625853171554,
NSC,37962000000.0,11296000000.0,2722000000.0,,15362000000.0,3989000000.0,1115000000.0,65486012788.0,,,0.24097025495750707,0.1771904699908866,24.359851496365554,23.147714517785825,,20.832120242755355,24.905102411577488,23.455162764587996,
NTAP,7522000000.0,6146000000.0,1169000000.0,1146000000.0,2276000000.0,1221000000.0,2658000000.0,5651372914.0,,0.15235309758043072,0.19020501138952164,0.5136203866432337,22.7410978971275,22.53906730081741,20.85954345611156,21.70083979761369,22.455164346391857,21.545685353649862,
NUE,18344666000.0,22588858000.0,1271143000.0,,10788665000.0,,2639671000.0,28210000000.0,,,0.056273008577945816,0.11782208456746039,23.632604688046623,23.84072261285054,,21.693920125505482,24.062942361995763,23.101761882982572,
NVDA,17315000000.0,11716000000.0,4141000000.0,1991000000.0,7471000000.0,3804000000.0,10896000000.0,241210000000.0,,0.11498700548657234,0.35344827586206895,0.554276535938964,23.57483901485855,23.18422126599725,21.41190286253073,23.111661586445344,26.20893376031399,22.734294696073928,
NVR,5777141000.0,7388664000.0,878539000.0,,1808562000.0,,,16843142000.0,,,0.11890363399932653,0.4857665924640681,22.477174760752515,22.72321277085393,,,23.547209407988607,21.315797891876322,
NWL,14700000000.0,9715000000.0,107000000.0,,3874000000.0,-482000000.0,981000000.0,11600000000.0,,,0.011013896037056098,0.027620030975735673,23.41111333079913,22.99693691987875,,20.704083018549007,23.174270935144936,22.077553402189345,
NWSA,14261000000.0,10074000000.0,155000000.0,1259000000.0,7582000000.0,,1517000000.0,,,0.08828272912138,0.015386142545165774,0.020443154840411502,23.380794375771163,23.033223684369137,20.953583592802904,21.140000537972004,,22.749042854172444,
NXPI,19847000000.0,8877000000.0,243000000.0,10650000000.0,8944000000.0,641000000.0,2275000000.0,54700000000.0,,0.5366050284677785,0.027374112875971614,0.027169051878354205,23.711318699206917,22.906729499145243,23.088825729195744,21.545245889788884,24.72512954639263,22.91424875347096,
ODFL,4369410000.0,4109111000.0,615518000.0,,2680483000.0,818706000.0,401430000.0,24053489079.0,,,0.14979347114254155,0.22962951080085195,22.19789382572626,22.136472540598167,,19.810543732440376,23.90354589906714,21.709262839484467,
ORLY,11596642000.0,10149985000.0,1391042000.0,,353667000.0,1920726000.0,465640000.0,32941377581.0,,,0.13704867544139226,3.933197046939635,23.17398141047812,23.040738064699127,,19.958923363491895,24.21799538176861,19.68386635324429,
PAYX,8550700000.0,3772500000.0,,796800000.0,2356800000.0,1371300000.0,673600000.0,29976304817.0,,0.09318535324593308,,,22.86927898800578,22.051003748871356,20.496114265489684,20.328147022376953,24.123673067121086,21.580570604096945,
PCAR,28361100000.0,25599700000.0,2387900000.0,,9706100000.0,,,30450000000.0,,,0.09327843685668191,0.2460205437817455,24.06828432491738,23.965846469652327,,,24.13935183113516,22.99602039088481,
PENN,14194500000.0,5301400000.0,43900000.0,2840500000.0,2656200000.0,571900000.0,437400000.0,11800000000.0,,0.20011271971538272,0.008280831478477383,0.016527369926963333,23.37612040265112,22.391236773754795,21.767245930313507,19.89635866849318,23.191365368502776,21.700162367306902,
PEP,92918000000.0,67161000000.0,7314000000.0,43728000000.0,13454000000.0,10291000000.0,8185000000.0,203900000000.0,,0.470608493510407,0.10890248805110109,0.5436301471681284,25.25498322073622,24.930358558875156,24.501254466154993,22.825569047891683,26.040895514531726,23.322542296624153,
PFE,154229000000.0,40905000000.0,16026000000.0,,63238000000.0,,1786000000.0,223000000000.0,,,0.3917858452511918,0.25342357443309405,25.761704347844535,24.43451814193652,,21.30324431996063,26.130437608411015,24.87017122324995,
PFG,296627700000.0,16222100000.0,1394200000.0,4279200000.0,16558900000.0,,2849800000.0,17000000000.0,,0.014426164515316675,0.08594448314336615,0.0841964140130081,26.415743654066308,23.509640347105215,22.177031913415004,21.770514653676866,23.55647918106145,23.530189558636895,
PGR,64098300000.0,39022300000.0,3970300000.0,,13673200000.0,,,56938339392.0,,,0.10174438718373853,0.2903709446215955,24.883683679476103,24.38739911456108,,,24.76523475421577,23.338703549607317,
PH,17732028000.0,14320324000.0,1524516000.0,7738285000.0,6227224000.0,2236239000.0,685514000.0,34984991426.0,,0.4364015779808153,0.10645820583389035,0.24481470395155208,23.59863833295046,23.384945623991108,22.769445923898246,20.345679481265723,24.278184990096364,22.552196484728672,
PKG,7235800000.0,6964300000.0,696400000.0,2493700000.0,3246300000.0,1053700000.0,974600000.0,12670117556.0,,0.3446336272423229,0.09999569231652858,0.21452114715214243,22.702306764655802,22.66406293675849,21.63703338867714,20.69753768939974,23.262512109610526,21.90078172351803,
PKI,7960315000.0,2883673000.0,227558000.0,4983977000.0,2584955000.0,361973000.0,191877000.0,17332583779.0,,0.6261029871305344,0.07891255353849067,0.08803170654808304,22.797734409009664,21.782330666098794,22.329494003854304,19.072365104915853,23.575854022463165,21.672973937018345,
PLD,56065005000.0,3330621000.0,1572959000.0,16849076000.0,31971547000.0,1849766000.0,343856000.0,87997816686.0,,0.30052750374319953,0.47227198771640483,0.04919871409412876,24.749777658059287,21.92642461033905,23.547561655505287,19.65573352595532,25.200577840741836,24.188112187993518,
PM,44815000000.0,29805000000.0,7185000000.0,,-12567000000.0,10531000000.0,7280000000.0,154000000000.0,,,0.24106693507800706,-0.5717354977321556,24.52580874177805,24.11794200165185,,22.70839669929237,25.760218439366533,-23.25434016765899,
PNR,4139500000.0,2957200000.0,355700000.0,839600000.0,,432500000.0,,11084021014.0,,0.20282642831259814,0.12028269985121061,,22.14384084478471,21.807508711985378,20.548436147101796,,23.12877035992153,,
PNW,20020421000.0,3471209000.0,,,5633503000.0,671960000.0,59968000.0,9024891205.0,,,,,23.72001863963336,21.967768785496446,,17.90932166125579,22.923252286355854,22.451997288274487,
POOL,1739670000.0,3199517000.0,261575000.0,,223590000.0,341246000.0,,17838608341.0,,,0.08175452732396796,1.1698868464600385,21.27696127758844,21.88626569817243,,,23.604630953320086,19.225324579998457,
PPG,17708000000.0,15146000000.0,1243000000.0,5334000000.0,5689000000.0,2271000000.0,1826000000.0,40246000000.0,,0.30121978766659135,0.08206787270566486,0.21849182633151695,23.597282351872778,23.441002307704068,22.39736726289371,21.325393619666833,24.418276457015434,22.4618003228907,
PRU,940722000000.0,64807000000.0,4186000000.0,,67425000000.0,,16327000000.0,39630000000.0,,,0.064591787924144,0.06208379681127178,27.5699135024915,24.894679459177183,,23.516086016151686,24.40285224417399,24.934281705987036,
PSA,11816546000.0,2855108000.0,1520534000.0,2544992000.0,8558867000.0,,361218000.0,45156391000.0,,0.2153752881764265,0.5325661936431126,0.1776559911492958,23.19276658972334,21.77237550806044,21.657393343918418,19.704992214920892,24.53339765720184,22.870233658643482,
PTC,3382738000.0,1255631000.0,-27460000.0,1005314000.0,874589000.0,63042000.0,275458000.0,14486748642.0,,0.29718943648606544,-0.021869482355883218,-0.03139760504648469,21.9419512779877,20.950904072815234,20.72856576846458,19.43394572847512,23.396500181834245,20.58926462082926,
PVH,13631000000.0,9909000000.0,417300000.0,3554800000.0,4730300000.0,558700000.0,452000000.0,7462751957.0,,0.26078790991123174,0.04211323039660914,0.08821850622582077,23.33561244760848,23.016709272124093,21.991564640109903,19.929192740008894,22.733190078311246,22.277254462597526,
PWR,8398272000.0,12112153000.0,402044000.0,,4344181000.0,554874000.0,78687000.0,12500000000.0,,,0.033193438028730315,0.09254770922298126,22.85129180746695,23.217475165744677,,18.180988528207827,23.248994481334666,22.192103085606874,
PXD,19229000000.0,9325000000.0,773000000.0,3300000000.0,,,1442000000.0,39435041959.0,,0.17161578865255603,0.08289544235924932,,23.679685393166867,22.95596480258353,21.917188305721876,21.08929687650265,24.397920647825213,,
PYPL,70379000000.0,17772000000.0,2459000000.0,,20019000000.0,2719000000.0,7349000000.0,342200000000.0,,,0.13836371820841772,0.12283330835706079,24.97716076017113,23.600890022076342,,22.717830086629217,26.558661198407428,23.719947659585944,
QCOM,35594000000.0,24273000000.0,4386000000.0,15226000000.0,,7667000000.0,6707000000.0,149900000000.0,,0.42776872506602237,0.18069459893709058,,24.2954429213023,23.91263045848142,23.44627032989611,22.62641759421311,25.733234242061634,,
QRVO,6560682000.0,3090325000.0,133125000.0,1567231000.0,4775564000.0,216466000.0,711035000.0,14839992498.0,,0.23888232961146416,0.043077993414932084,0.027876288538903466,22.604360398065644,21.851542100642366,21.172576205537297,20.382232214403967,23.420591569227298,22.2867779192967,
RCL,32465187000.0,10950661000.0,1878887000.0,,11105461000.0,2082701000.0,3684474000.0,21700000000.0,,,0.1715774965547742,0.16918586270304312,24.20343418297036,23.116665656775133,,22.027393611829428,23.800578097538907,23.13070280635327,
REG,10936904000.0,1133138000.0,239430000.0,3923084000.0,5984912000.0,,,10800000000.0,,0.35870151187209837,0.2112981825691134,0.04000560075068773,23.115408595808294,20.84825661298727,22.090143916384044,,23.102811971169178,22.51250747259011,
REGN,17163300000.0,6557600000.0,2115800000.0,,8757300000.0,2209800000.0,1617800000.0,57065000000.0,,,0.3226485299499817,0.24160414739702876,23.566039220268046,22.60389051945559,,21.20433303916625,24.7674568059695,22.893153475321526,
RF,147389000000.0,79000000.0,1582000000.0,3569000000.0,15090000000.0,,,18795418440.0,,0.02421483285726886,20.025316455696203,0.10483764082173624,25.71634118705804,18.184958423089522,21.995551281734624,,23.65687897713585,23.437298109792437,
RHI,2557424000.0,6074432000.0,454433000.0,,1063198000.0,621751000.0,574426000.0,9676365011.0,,,0.07481078066229073,0.42742085669837604,21.66226633921949,22.527354324024056,,20.1688818410387,22.99295215242212,20.78454718518848,
RJF,47482000000.0,8023000000.0,1034000000.0,,7114000000.0,,3957000000.0,15122502109.0,,,0.12887947151938178,0.14534720269890358,24.583616528820947,22.805578253842572,,22.098751999602417,23.439449677472528,22.68533051061324,
RL,7279900000.0,6313000000.0,430900000.0,,3457400000.0,561800000.0,1620400000.0,3385000000.0,,,0.06825597972437827,0.12463122577659513,22.70838296293429,22.565876836490304,,21.205938869909943,21.94261974360607,21.963782698742197,
ROK,6113000000.0,6694800000.0,695800000.0,,1027800000.0,,1018400000.0,30800000000.0,,,0.10393140945211209,0.6769799571901148,22.533683488156587,22.624596942753126,,20.741498606189403,24.150780526958407,20.750686433495357,
ROL,1845900000.0,2015477000.0,203347000.0,,711908000.0,317394000.0,98477000.0,7888772207.0,,,0.10089274151974942,0.2856366272046388,21.33623280092057,21.424121729392137,,18.40533358649294,22.788706346006915,20.383459248949,
ROST,12717867000.0,16039073000.0,1660928000.0,2513085000.0,3305746000.0,,1351205000.0,42842208333.0,,0.1976027112093561,0.10355511194443719,0.5024366663379461,23.266273692196453,23.498293644759592,21.644776919448365,21.024262624605544,24.480789629610083,21.918928003690123,
SBAC,9158018000.0,2014645000.0,146991000.0,11095796000.0,-3376823000.0,583488000.0,108309000.0,34600000000.0,,1.2115936002746446,0.07296124131050384,-0.04352937657674092,22.937895616783226,21.42370883866009,23.129832134876455,18.500498820244317,24.267119519038992,-21.94020116388769,
SBUX,19219600000.0,26508600000.0,3599200000.0,15909500000.0,-7805100000.0,4077900000.0,8756300000.0,129300000000.0,,0.8277747715873379,0.1357748051575715,-0.4611343864908842,23.679196428669496,24.00073504563028,23.490182252089518,22.893039278354486,25.585401122731955,-22.77804320325966,
SCHW,294000000000.0,10721000000.0,3704000000.0,13632000000.0,20670000000.0,,29345000000.0,122900000000.0,,0.04636734693877551,0.34549015950004663,0.1791969037252056,26.406845604288495,23.09547027191379,23.335685807106728,24.102388010990786,25.534636853526536,23.75194921068847,
SIVB,115511000000.0,880000000.0,,844000000.0,8220000000.0,,17675000000.0,30340662815.0,,0.007306663434651245,,,25.472631600477296,20.59543246657289,20.553663053745066,23.595417048785624,24.135754656903714,22.829836046136155,
SNPS,8030062000.0,3360694000.0,532367000.0,,4907404000.0,520231000.0,1235653000.0,27500000000.0,,,0.15840984034845185,0.10848240739910552,22.806458086045883,21.935413337510106,,20.934865413038562,24.0374518416553,22.31401092223227,
STX,8930000000.0,10390000000.0,2012000000.0,,1665000000.0,1487000000.0,1853000000.0,14800000000.0,,,0.19364773820981712,1.2084084084084084,22.9126822319468,23.064109642153795,,21.3400717847893,23.41789301778405,21.233090960979418,
SWKS,5106700000.0,3376800000.0,853600000.0,0.0,4097000000.0,952000000.0,733300000.0,30900000000.0,,0.0,0.2527837005448946,0.20834757139370272,22.353819240180407,21.940194352728703,0.0,20.413065454427727,24.154022020882472,22.133520835755228,
TECH,2027589000.0,714006000.0,96072000.0,,1381192000.0,146719000.0,146625000.0,12400000000.0,,,0.13455349114713322,0.06955730991781012,21.430113239907786,20.386401925030444,,18.803388871758035,23.240962309638046,21.046212732122477,
TER,2787014000.0,2294965000.0,467468000.0,,1522354000.0,553654000.0,914121000.0,16900000000.0,,,0.20369286677574602,0.3070691836458537,21.748236609114983,21.553983430233703,,20.633473506870583,23.55057945893461,21.143523658697305,
TMUS,200162000000.0,44998000000.0,3468000000.0,71125000000.0,24718000000.0,5722000000.0,10385000000.0,86100000000.0,,0.35533717688672173,0.07707009200408907,0.14030261348005502,26.022392875626483,24.529883881306827,24.987704729406968,23.06362829437078,25.178775248391712,23.93079756015441,
TRMB,6876900000.0,3271300000.0,514300000.0,1291400000.0,3596900000.0,375900000.0,237700000.0,20700000000.0,,0.18778810219721095,0.15721578577324,0.14298423642581112,22.65143380609943,21.90845329667462,20.978992738930994,19.286519936537406,23.753399537266045,22.00333820060623,
TROW,10659000000.0,5617900000.0,2131300000.0,,7707000000.0,2387000000.0,2151700000.0,44600000000.0,,,0.3793766353975685,0.27654080705851825,23.089670442747227,22.449223765719246,,21.48952406478843,24.520999695994853,22.76539484387202,
TSCO,7049116000.0,8351931000.0,562354000.0,150000000.0,1561820000.0,743220000.0,86299000.0,17200000000.0,,0.021279263953097097,0.06733221335281625,0.3600632595305477,22.676168055979534,22.845758606678046,18.826145858727198,18.273328580088624,23.568175220823957,21.169117645488104,
TSLA,52148000000.0,24578000000.0,-862000000.0,8462000000.0,22225000000.0,-69000000.0,6268000000.0,541280000000.0,,0.16226892690036052,-0.03507201562372854,-0.038785151856017996,24.67735166676612,23.925117570849505,22.858851389362464,22.558723161599726,27.01720254198066,23.824483618391373,
TTWO,4948832000.0,2668394000.0,333837000.0,,1488970000.0,206672000.0,1357664000.0,13938279654.0,,,0.12510783639897258,0.2242066663532509,22.322417426290272,21.704742630633415,,21.029031413525022,23.357904823974398,21.12135044336675,
TXN,19351000000.0,14383000000.0,5017000000.0,6798000000.0,9187000000.0,5723000000.0,3107000000.0,177340424753.0,,0.3512996744354297,0.3488145727595078,0.5460977468161533,23.6860099347251,23.38931279063769,22.639894288367437,21.856923467679174,25.901337026034685,22.94105527834459,
UAL,59548000000.0,43259000000.0,3009000000.0,,10042000000.0,4301000000.0,2762000000.0,16900000000.0,,,0.06955777988395478,0.2996415056761601,24.810048546978017,24.490471141184727,,21.739220892295567,23.55057945893461,23.03004213465851,
ULTA,5089969000.0,7398068000.0,705945000.0,,1820218000.0,901094000.0,1046051000.0,13829733000.0,,,0.09542288608323146,0.38783541312084596,22.35053757731348,22.724484722123027,,20.7682879595267,23.350086676652193,21.322222111631202,
VRSK,7561800000.0,2607100000.0,449900000.0,3323500000.0,2698200000.0,696900000.0,218800000.0,27228949452.0,,0.4395117564601021,0.17256722028307314,0.16674079015640056,22.74637509416802,21.68150432981189,21.924284281746797,19.203668633082483,24.027546562388384,21.71585072133961,
VRSN,1766910000.0,1231661000.0,,,-1390198000.0,806127000.0,401194000.0,16500000000.0,,,,,21.292498095766682,20.931629502667885,,19.80995566129819,23.526626217913552,-21.052712020707023,
VRTX,11751800000.0,4162800000.0,1176800000.0,,4435200000.0,1197500000.0,2650100000.0,51600000000.0,,,0.2826943403478428,0.2653318903318903,23.187272257378417,22.1494537619682,,21.697863212458962,24.666787509453307,22.21283854774527,
VTRS,61553000000.0,11500500000.0,,,,715500000.0,475600000.0,17237737213.0,,,,,24.843164429266412,23.165656349718287,,19.980087724883507,23.570366841479483,,
WBA,87174000000.0,120074000000.0,3982000000.0,9018000000.0,20637000000.0,4766000000.0,469000000.0,34300000000.0,,0.10344827586206896,0.033162882888885185,0.19295440228715413,25.191171958275138,25.511374056342696,22.922488417056194,19.96611332854275,24.25841119114746,23.750351418206854,
WDC,25662000000.0,16569000000.0,-754000000.0,9575000000.0,11531000000.0,87000000.0,3048000000.0,13500000000.0,,0.373119788013405,-0.04550666908081357,-0.06538895152198422,23.968277135458205,23.530799316593924,22.98242137211756,21.837751475098894,23.32595552246487,23.168304897822114,
WYNN,13871281000.0,6611099000.0,122985000.0,13065770000.0,-351997000.0,878305000.0,3482032000.0,12900000000.0,,0.9419295881901607,0.018602807188335856,-0.3493921823197357,23.353086424686886,22.612015740378585,23.293261670347647,21.970881868657987,23.280493148391557,-19.679133213639712,
XRAY,9342000000.0,4029000000.0,263000000.0,2284000000.0,4967000000.0,361000000.0,438000000.0,13791201522.0,,0.2444872618283023,0.06527674360883594,0.05294946647875982,22.95778619913337,22.116784043403822,21.549194129178,19.897729470623826,23.347296654977775,22.326081873272955,
ZBRA,5375000000.0,4485000000.0,544000000.0,,1335000000.0,692000000.0,30000000.0,28600000000.0,,,0.12129319955406911,0.40749063670411984,22.405024411146183,22.224004332680135,,17.216707972959764,24.076672554807182,21.012197129547687,
ZION,81479000000.0,525000000.0,816000000.0,1336000000.0,7578000000.0,,,8437915233.0,,0.016396862995373043,1.5542857142857143,0.10768012668250197,25.12361115529156,20.078908822460658,21.012945912809368,,22.856001104852663,22.74851514967478,
